,adj_close,adj_high,adj_low,adj_open,adj_volume,close,date,frequency,high,intraperiod,low,open,volume
0,138.41,138.55,136.885,137.855,24370543.0,138.41,2019-08-19,daily,138.55,False,136.885,137.855,24370543.0
1,136.13,136.46,134.72,134.88,25026151.0,136.13,2019-08-16,daily,136.46,False,134.72,134.88,25026151.0
2,133.68,134.58,132.25,134.39,28125416.0,133.68,2019-08-15,daily,134.58,False,132.25,134.39,28125416.0
3,133.98,136.92,133.67,136.36,32527251.0,133.98,2019-08-14,daily,136.92,False,133.67,136.36,32527251.0
4,138.14,138.339336219336,134.551948051948,135.598463203463,25496593.0,138.6,2019-08-13,daily,138.8,False,135.0,136.05,25496593.0
5,135.339326118326,138.339336219336,134.551948051948,135.598463203463,20484348.0,135.79,2019-08-12,daily,138.8,False,135.0,136.05,20484348.0
6,137.252953823954,138.917411255411,136.007102453103,138.149966810967,23466701.0,137.71,2019-08-09,daily,139.38,False,136.46,138.61,23466701.0
7,138.429037518038,138.528705627706,135.478861471862,136.146637806638,27496508.0,138.89,2019-08-08,daily,138.99,False,135.93,136.6,27496508.0
8,134.831018759019,135.199790764791,131.390874285714,133.345963924964,33414539.0,135.28,2019-08-07,daily,135.65,False,131.8284,133.79,33414539.0
9,134.242976911977,135.229691197691,132.767888888889,133.355930735931,32696651.0,134.69,2019-08-06,daily,135.68,False,133.21,133.8,32696651.0
10,131.771207792208,133.48529994228,130.345953823954,132.85759018759,42749551.0,132.21,2019-08-05,daily,133.9298,False,130.78,133.3,42749551.0
11,136.445642135642,137.860929292929,134.811085137085,137.631692640693,30791624.0,136.9,2019-08-02,daily,138.32,False,135.26,138.09,30791624.0
12,137.601792207792,140.470539408369,136.475542568543,136.54531024531,40557502.0,138.06,2019-08-01,daily,140.9383,False,136.93,137.0,40557502.0
13,135.817733044733,140.023727272727,134.631682539683,139.864258297258,38598786.0,136.27,2019-07-31,daily,140.49,False,135.08,140.33,38598786.0
14,139.884191919192,140.751204805195,139.336515656566,139.674888888889,16846528.0,140.35,2019-07-30,daily,141.2199,False,139.8005,140.14,16846528.0
15,140.561935064935,141.040341991342,138.903756724387,141.030375180375,16605870.0,141.03,2019-07-29,daily,141.51,False,139.3663,141.5,16605870.0
16,140.870906204906,141.204794372294,139.834357864358,139.904125541126,19037600.0,141.34,2019-07-26,daily,141.675,False,140.3,140.37,19037600.0
17,139.724722943723,140.143329004329,138.859105411255,139.963926406926,18356883.0,140.19,2019-07-25,daily,140.61,False,139.3215,140.43,18356883.0
18,140.252963924964,140.272897546898,138.38917027417,138.439004329004,20738275.0,140.72,2019-07-24,daily,140.74,False,138.85,138.9,20738275.0
19,138.82770995671,139.525386724387,137.571891774892,139.29615007215,18034589.0,139.29,2019-07-23,daily,139.99,False,138.03,139.76,18034589.0
20,137.970564213564,138.728041847042,136.874215007215,136.95394949495,25080760.0,138.43,2019-07-22,daily,139.19,False,137.33,137.41,25080760.0
21,136.166571428571,140.20312987013,135.997135642136,139.754623376623,48992364.0,136.62,2019-07-19,daily,140.67,False,136.45,140.22,48992364.0
22,135.967235209235,136.166571428571,134.223043290043,135.100122655123,30808707.0,136.42,2019-07-18,daily,136.62,False,134.67,135.55,30808707.0
23,135.817733044733,137.472223665224,135.767898989899,137.242987012987,20210956.0,136.27,2019-07-17,daily,137.93,False,136.22,137.7,20210956.0
24,136.625044733045,138.588506493507,136.066903318903,138.498805194805,22726128.0,137.08,2019-07-16,daily,139.05,False,136.52,138.96,22726128.0
25,138.439004329004,139.07688023088,138.000464646465,138.977212121212,16651457.0,138.9,2019-07-15,daily,139.54,False,138.46,139.44,16651457.0
26,138.439004329004,138.668240981241,137.551858484849,138.38917027417,18936832.0,138.9,2019-07-12,daily,139.13,False,138.0099,138.85,18936832.0
27,137.940663780664,138.757942279942,137.412422799423,137.741327561328,22327942.0,138.4,2019-07-11,daily,139.22,False,137.87,138.2,22327942.0
28,137.392489177489,138.120066378066,136.565243867244,136.674878787879,24204362.0,137.85,2019-07-10,daily,138.58,False,137.02,137.13,24204362.0
29,136.007102453103,136.51540981241,135.349292929293,135.548629148629,19953097.0,136.46,2019-07-09,daily,136.97,False,135.8,136.0,19953097.0
30,136.505443001443,136.644978354978,134.92081972583,135.947301587302,16779748.0,136.96,2019-07-08,daily,137.1,False,135.3701,136.4,16779748.0
31,136.605111111111,136.874215007215,135.269558441558,135.488828282828,18141140.0,137.06,2019-07-05,daily,137.33,False,135.72,135.94,18141140.0
32,137.003783549784,137.282854256854,135.84265007215,136.345974025974,13629296.0,137.46,2019-07-03,daily,137.74,False,136.295,136.8,13629296.0
33,136.126704184704,136.136670995671,134.89081962482,135.668230880231,15237843.0,136.58,2019-07-02,daily,136.59,False,135.34,136.12,15237843.0
34,135.229691197691,136.246305916306,134.522047619048,136.176538239538,22654160.0,135.68,2019-07-01,daily,136.7,False,134.97,136.63,22654160.0
35,133.5153997114,134.153275613276,132.713868773449,134.123375180375,30042969.0,133.96,2019-06-28,daily,134.6,False,133.1558,134.57,30042969.0
