date,date,marketcap,pricetobook,pricetoearnings,dividendyield,earningsyield,one_yr_monthly_beta
16/03/2017,16/03/2017,7.24E+11,5.4692,16.0131,0.016777,0.062449,1.8918
15/03/2017,15/03/2017,7.23E+11,5.4602,15.987,0.016805,0.062551,1.8918
14/03/2017,14/03/2017,7.15E+11,5.4031,15.8196,0.016982,0.063213,1.8918
13/03/2017,13/03/2017,7.16E+11,5.4113,15.8435,0.016957,0.063117,1.8918
10/03/2017,10/03/2017,7.16E+11,5.4089,15.8367,0.016964,0.063144,1.8918
09/03/2017,09/03/2017,7.14E+11,5.3911,15.7844,0.01702,0.063354,1.8918
08/03/2017,08/03/2017,7.15E+11,5.4035,15.8208,0.016981,0.063208,1.8918
07/03/2017,07/03/2017,7.18E+11,5.4237,15.88,0.016918,0.062972,1.8918
06/03/2017,06/03/2017,7.17E+11,5.4167,15.8595,0.01694,0.063054,1.8918
03/03/2017,03/03/2017,7.19E+11,5.4338,15.9096,0.016886,0.062855,1.8918
02/03/2017,02/03/2017,7.15E+11,5.4019,15.8162,0.016986,0.063226,1.8918
01/03/2017,01/03/2017,7.19E+11,5.4342,15.9107,0.016885,0.062851,1.8918
28/02/2017,28/02/2017,7.05E+11,5.3254,15.592,0.01723,0.064135,2.0117
27/02/2017,27/02/2017,7.05E+11,5.323,15.5852,0.017238,0.064164,2.0117
24/02/2017,24/02/2017,7.03E+11,5.3125,15.5544,0.017272,0.06429,2.0117
23/02/2017,23/02/2017,7.03E+11,5.3075,15.5396,0.017288,0.064352,2.0117
22/02/2017,22/02/2017,7.06E+11,5.33,15.6057,0.017215,0.064079,2.0117
21/02/2017,21/02/2017,7.04E+11,5.3141,15.559,0.017267,0.064271,2.0117
17/02/2017,17/02/2017,6.98E+11,5.276,15.4475,0.017392,0.064736,2.0117
16/02/2017,16/02/2017,6.97E+11,5.2614,15.4048,0.01744,0.064915,2.0117
15/02/2017,15/02/2017,6.97E+11,5.2678,15.4236,0.017419,0.064836,2.0117
14/02/2017,14/02/2017,6.95E+11,5.2488,15.3678,0.017482,0.065071,2.0117
13/02/2017,13/02/2017,6.86E+11,5.1815,15.1709,0.017709,0.065916,2.0117
10/02/2017,10/02/2017,6.80E+11,5.136,15.0377,0.017866,0.066499,2.0117
09/02/2017,09/02/2017,6.82E+11,5.1477,15.0719,0.017825,0.066349,2.0117
08/02/2017,08/02/2017,6.77E+11,5.1108,14.9637,0.021655,0.066828,2.0117
07/02/2017,07/02/2017,6.74E+11,5.091,14.9059,0.021739,0.067087,2.0117
06/02/2017,06/02/2017,6.68E+11,5.043,14.7654,0.021946,0.067726,2.0117
03/02/2017,03/02/2017,6.61E+11,4.9962,14.6283,0.022151,0.068361,2.0117
02/02/2017,02/02/2017,6.59E+11,4.9749,14.5659,0.022246,0.068653,2.0117
01/02/2017,01/02/2017,6.60E+11,4.9834,14.5909,0.022208,0.068536,2.0117
31/01/2017,31/01/2017,6.22E+11,4.697,13.7523,0.023562,0.072715,2.0117
30/01/2017,30/01/2017,6.23E+11,4.7078,13.784,0.023508,0.072548,2.0117
27/01/2017,27/01/2017,6.25E+11,4.7202,13.8203,0.023447,0.072358,2.0117
26/01/2017,26/01/2017,6.25E+11,4.7198,13.8191,0.023448,0.072364,2.0117
25/01/2017,25/01/2017,6.25E+11,4.7175,13.8123,0.02346,0.072399,1.7025
24/01/2017,24/01/2017,6.15E+11,4.6436,13.5959,0.023834,0.073552,1.7025
23/01/2017,23/01/2017,6.15E+11,4.6478,13.6083,0.023812,0.073484,1.7025
20/01/2017,20/01/2017,6.15E+11,4.6447,13.5993,0.023828,0.073533,1.7025
19/01/2017,19/01/2017,6.14E+11,4.6362,13.5743,0.023871,0.073668,1.7025
18/01/2017,18/01/2017,6.15E+11,4.6444,13.5981,0.02383,0.07354,1.7025
17/01/2017,17/01/2017,6.15E+11,4.6447,13.5993,0.023828,0.073533,1.7025
13/01/2017,13/01/2017,6.10E+11,4.6076,13.4905,0.02402,0.074126,1.7025
12/01/2017,12/01/2017,6.11E+11,4.6157,13.5143,0.023977,0.073996,1.7025
11/01/2017,11/01/2017,6.14E+11,4.6351,13.5709,0.023877,0.073687,1.7025
10/01/2017,10/01/2017,6.10E+11,4.6103,13.4984,0.024006,0.074083,1.7025
09/01/2017,09/01/2017,6.10E+11,4.6057,13.4848,0.02403,0.074158,1.7025
06/01/2017,06/01/2017,6.04E+11,4.5639,13.3624,0.02425,0.074837,1.7025
05/01/2017,05/01/2017,5.98E+11,4.5135,13.2151,0.02452,0.075671,1.7025
04/01/2017,04/01/2017,5.95E+11,4.4907,13.1482,0.024645,0.076056,1.7025
03/01/2017,03/01/2017,5.95E+11,4.4957,13.163,0.024617,0.075971,1.7025
30/12/2016,30/12/2016,6.13E+11,4.7773,13.4106,0.024687,0.074568,1.7025
29/12/2016,29/12/2016,6.18E+11,4.8149,13.516,0.024495,0.073987,1.7025
28/12/2016,28/12/2016,6.18E+11,4.8161,13.5194,0.024489,0.073968,1.7025
27/12/2016,27/12/2016,6.20E+11,4.8367,13.5773,0.024384,0.073652,1.7025
23/12/2016,23/12/2016,6.16E+11,4.8062,13.4916,0.024539,0.07412,1.8908
22/12/2016,22/12/2016,6.15E+11,4.7967,13.465,0.024588,0.074267,1.8908
21/12/2016,21/12/2016,6.19E+11,4.8285,13.5542,0.024426,0.073778,1.8908
20/12/2016,20/12/2016,6.19E+11,4.824,13.5414,0.024449,0.073847,1.8908
19/12/2016,19/12/2016,6.17E+11,4.8112,13.5055,0.024514,0.074044,1.8908
16/12/2016,16/12/2016,6.13E+11,4.7835,13.428,0.024656,0.074471,1.8908
15/12/2016,15/12/2016,6.13E+11,4.7773,13.4106,0.024687,0.074568,1.8908
14/12/2016,14/12/2016,6.09E+11,4.7514,13.3376,0.024823,0.074976,1.8908
13/12/2016,13/12/2016,6.09E+11,4.7514,13.3376,0.024823,0.074976,1.8908
12/12/2016,12/12/2016,5.99E+11,4.6734,13.1188,0.025237,0.076226,1.8908
09/12/2016,09/12/2016,6.03E+11,4.7002,13.1941,0.025093,0.075792,1.8908
08/12/2016,08/12/2016,5.93E+11,4.6247,12.9822,0.025502,0.077029,1.8908
07/12/2016,07/12/2016,5.87E+11,4.5798,12.856,0.025753,0.077785,1.8908
06/12/2016,06/12/2016,5.82E+11,4.5352,12.7309,0.026006,0.078549,1.8908
05/12/2016,05/12/2016,5.77E+11,4.5006,12.6337,0.026206,0.079154,1.8908
02/12/2016,02/12/2016,5.81E+11,4.5332,12.7251,0.026017,0.078585,1.8908
01/12/2016,01/12/2016,5.79E+11,4.5162,12.6777,0.026115,0.078879,1.8908
30/11/2016,30/11/2016,5.85E+11,4.5587,12.7969,0.025871,0.078144,1.8908
29/11/2016,29/11/2016,5.90E+11,4.5975,12.9058,0.025653,0.077485,1.8908
28/11/2016,28/11/2016,5.90E+11,4.602,12.9185,0.025628,0.077408,1.8908
25/11/2016,25/11/2016,5.91E+11,4.6111,12.944,0.025577,0.077256,1.8908
23/11/2016,23/11/2016,5.88E+11,4.588,12.8791,0.025706,0.077645,1.8557
22/11/2016,22/11/2016,5.91E+11,4.6115,12.9451,0.025575,0.077249,1.8557
21/11/2016,21/11/2016,5.91E+11,4.6086,12.937,0.025591,0.077298,1.8557
18/11/2016,18/11/2016,5.82E+11,4.5398,12.7437,0.02598,0.07847,1.8557
17/11/2016,17/11/2016,5.82E+11,4.5352,12.7309,0.026006,0.078549,1.8557
16/11/2016,16/11/2016,5.82E+11,4.5369,12.7355,0.025996,0.07852,1.8557
15/11/2016,15/11/2016,5.67E+11,4.4181,12.4021,0.026695,0.080632,1.8557
14/11/2016,14/11/2016,5.59E+11,4.3603,12.24,0.027049,0.0817,1.8557
11/11/2016,11/11/2016,5.74E+11,4.4725,12.5549,0.02637,0.07965,1.8557
10/11/2016,10/11/2016,5.70E+11,4.4461,12.4808,0.026527,0.080123,1.8557
09/11/2016,09/11/2016,5.87E+11,4.5736,12.8386,0.025787,0.07789,1.8557
08/11/2016,08/11/2016,5.88E+11,4.581,12.8594,0.025746,0.077764,1.8557
07/11/2016,07/11/2016,5.84E+11,4.5542,12.7842,0.025897,0.078222,1.8557
04/11/2016,04/11/2016,5.76E+11,4.4894,12.6024,0.026271,0.07935,1.8557
03/11/2016,03/11/2016,5.81E+11,4.5303,12.717,0.026034,0.078635,1.8557
02/11/2016,02/11/2016,5.87E+11,4.5794,12.8548,0.025287,0.077792,1.8557
01/11/2016,01/11/2016,5.87E+11,4.5753,12.8433,0.025309,0.077862,1.8557
31/10/2016,31/10/2016,5.98E+11,4.6594,13.0794,0.024852,0.076456,1.8557
28/10/2016,28/10/2016,5.99E+11,4.6668,13.1002,0.024813,0.076335,1.8557
27/10/2016,27/10/2016,6.03E+11,4.698,13.1877,0.024648,0.075828,1.8557
26/10/2016,26/10/2016,6.08E+11,4.7435,13.3156,0.024412,0.0751,1.8557
25/10/2016,25/10/2016,6.22E+11,4.8527,13.622,0.023862,0.073411,1.8557
24/10/2016,24/10/2016,6.19E+11,4.828,13.5529,0.023984,0.073785,1.8557
21/10/2016,21/10/2016,6.14E+11,4.785,13.4319,0.0242,0.074449,1.7402
20/10/2016,20/10/2016,6.16E+11,4.8038,13.4849,0.024105,0.074157,1.7402
19/10/2016,19/10/2016,6.16E+11,4.8063,13.4918,0.024093,0.074119,1.7402
18/10/2016,18/10/2016,6.18E+11,4.8207,13.5322,0.024021,0.073898,1.7402
17/10/2016,17/10/2016,6.19E+11,4.8239,13.5414,0.024005,0.073848,1.7402
14/10/2016,14/10/2016,6.19E+11,4.8272,13.5506,0.023988,0.073797,1.7402
13/10/2016,13/10/2016,6.16E+11,4.8005,13.4757,0.024121,0.074208,1.7402
12/10/2016,12/10/2016,6.18E+11,4.8153,13.5172,0.024047,0.07398,1.7402
11/10/2016,11/10/2016,6.12E+11,4.7726,13.3974,0.024263,0.074641,1.7402
10/10/2016,10/10/2016,6.11E+11,4.7624,13.3686,0.024315,0.074802,1.7402
07/10/2016,07/10/2016,6.00E+11,4.6807,13.1393,0.024739,0.076107,1.7402
06/10/2016,06/10/2016,5.99E+11,4.6737,13.1198,0.024776,0.076221,1.7402
05/10/2016,05/10/2016,5.95E+11,4.6393,13.023,0.02496,0.076787,1.7402
04/10/2016,04/10/2016,5.95E+11,4.6372,13.0172,0.024971,0.076821,1.7402
03/10/2016,03/10/2016,5.92E+11,4.6175,12.9619,0.025078,0.077149,1.7402
30/09/2016,30/09/2016,5.95E+11,4.6393,13.023,0.02496,0.076787,1.7402
29/09/2016,29/09/2016,5.90E+11,4.6036,12.9228,0.025154,0.077383,1.7402
28/09/2016,28/09/2016,6.00E+11,4.6762,13.1267,0.024763,0.076181,1.7402
27/09/2016,27/09/2016,5.95E+11,4.6409,13.0276,0.024951,0.07676,1.7402
26/09/2016,26/09/2016,5.94E+11,4.6323,13.0034,0.024998,0.076903,1.7402
23/09/2016,23/09/2016,5.90E+11,4.6643,12.3486,0.025035,0.080981,1.7402
22/09/2016,22/09/2016,6.00E+11,4.7434,12.5579,0.024618,0.079631,1.7402
21/09/2016,21/09/2016,5.95E+11,4.6991,12.4406,0.02485,0.080382,1.7627
20/09/2016,20/09/2016,5.95E+11,4.6999,12.4428,0.024846,0.080368,1.7627
19/09/2016,19/09/2016,5.95E+11,4.7003,12.4439,0.024844,0.08036,1.7627
16/09/2016,16/09/2016,6.02E+11,4.7558,12.5907,0.024554,0.079423,1.7627
15/09/2016,15/09/2016,6.05E+11,4.7827,12.662,0.024416,0.078977,1.7627
14/09/2016,14/09/2016,5.85E+11,4.6254,12.2456,0.025246,0.081662,1.7627
13/09/2016,13/09/2016,5.65E+11,4.4673,11.8271,0.026139,0.084552,1.7627
12/09/2016,12/09/2016,5.52E+11,4.3635,11.5521,0.026761,0.086564,1.7627
09/09/2016,09/09/2016,5.40E+11,4.2679,11.299,0.027361,0.088503,1.7627
08/09/2016,08/09/2016,5.53E+11,4.3668,11.5609,0.026741,0.086499,1.7627
07/09/2016,07/09/2016,5.67E+11,4.4843,11.872,0.02604,0.084232,1.7627
06/09/2016,06/09/2016,5.64E+11,4.457,11.7997,0.0262,0.084748,1.7627
02/09/2016,02/09/2016,5.64E+11,4.4582,11.803,0.026193,0.084724,1.7627
01/09/2016,01/09/2016,5.59E+11,4.4168,11.6934,0.026438,0.085518,1.7627
31/08/2016,31/08/2016,5.56E+11,4.3908,11.6244,0.026595,0.086026,1.7627
30/08/2016,30/08/2016,5.55E+11,4.3866,11.6135,0.02662,0.086107,1.7627
29/08/2016,29/08/2016,5.59E+11,4.4206,11.7033,0.026416,0.085446,1.7627
26/08/2016,26/08/2016,5.60E+11,4.4255,11.7164,0.026386,0.08535,1.7627
25/08/2016,25/08/2016,5.63E+11,4.4516,11.7855,0.026232,0.08485,1.7627
24/08/2016,24/08/2016,5.66E+11,4.4706,11.8359,0.02612,0.084489,1.7627
23/08/2016,23/08/2016,5.70E+11,4.5046,11.9257,0.025923,0.083853,1.7627
22/08/2016,22/08/2016,5.68E+11,4.4905,11.8885,0.026004,0.084115,1.6265
19/08/2016,19/08/2016,5.73E+11,4.5257,11.9816,0.025802,0.083461,1.6265
18/08/2016,18/08/2016,5.71E+11,4.5141,11.9509,0.025868,0.083676,1.6265
17/08/2016,17/08/2016,5.72E+11,4.5199,11.9662,0.025835,0.083568,1.6265
16/08/2016,16/08/2016,5.73E+11,4.5265,11.9838,0.025798,0.083446,1.6265
15/08/2016,15/08/2016,5.73E+11,4.5306,11.9947,0.025774,0.08337,1.6265
12/08/2016,12/08/2016,5.67E+11,4.4768,11.8523,0.026084,0.084372,1.6265
11/08/2016,11/08/2016,5.65E+11,4.4665,11.8249,0.026144,0.084567,1.6265
10/08/2016,10/08/2016,5.66E+11,4.4694,11.8326,0.026127,0.084512,1.6265
09/08/2016,09/08/2016,5.70E+11,4.5029,11.9213,0.025933,0.083883,1.6265
08/08/2016,08/08/2016,5.67E+11,4.4847,11.8731,0.026038,0.084224,1.6265
05/08/2016,05/08/2016,5.63E+11,4.4479,11.7756,0.026254,0.084921,1.6265
04/08/2016,04/08/2016,5.54E+11,4.3812,11.5992,0.026653,0.086213,1.6265
03/08/2016,03/08/2016,5.51E+11,4.3543,11.528,0.026321,0.086745,1.6265
02/08/2016,02/08/2016,5.44E+11,4.3004,11.3852,0.026651,0.087833,1.6265
01/08/2016,01/08/2016,5.52E+11,4.3651,11.5563,0.026256,0.086533,1.6265
29/07/2016,29/07/2016,5.43E+11,4.2893,11.3558,0.02672,0.088061,1.6265
28/07/2016,28/07/2016,5.43E+11,4.2947,11.37,0.026687,0.087951,1.6265
27/07/2016,27/07/2016,5.36E+11,4.2375,11.2185,0.027047,0.089138,1.6265
26/07/2016,26/07/2016,5.04E+11,3.979,10.5342,0.028804,0.094929,1.6265
25/07/2016,25/07/2016,5.07E+11,4.0065,10.6072,0.028606,0.094276,1.6265
22/07/2016,22/07/2016,5.14E+11,4.0609,10.751,0.028223,0.093014,1.6265
21/07/2016,21/07/2016,5.18E+11,4.0926,10.8349,0.028004,0.092294,1.5961
20/07/2016,20/07/2016,5.21E+11,4.1144,10.8927,0.027856,0.091805,1.5961
19/07/2016,19/07/2016,5.20E+11,4.1107,10.8829,0.027881,0.091887,1.5961
18/07/2016,18/07/2016,5.20E+11,4.109,10.8785,0.027892,0.091924,1.5961
15/07/2016,15/07/2016,5.14E+11,4.0658,10.7641,0.028189,0.092901,1.5961
14/07/2016,14/07/2016,5.15E+11,4.0662,10.7652,0.028186,0.092892,1.5961
13/07/2016,13/07/2016,5.05E+11,3.9872,10.556,0.028745,0.094733,1.5961
12/07/2016,12/07/2016,5.07E+11,4.0098,10.6159,0.028582,0.094198,1.5961
11/07/2016,11/07/2016,5.05E+11,3.9917,10.568,0.028712,0.094626,1.5961
08/07/2016,08/07/2016,5.04E+11,3.9794,10.5353,0.028801,0.094919,1.5961
07/07/2016,07/07/2016,5.00E+11,3.9489,10.4546,0.029023,0.095651,1.5961
06/07/2016,06/07/2016,4.98E+11,3.932,10.41,0.029148,0.096062,1.5961
05/07/2016,05/07/2016,4.95E+11,3.9098,10.3511,0.029313,0.096608,1.5961
01/07/2016,01/07/2016,4.99E+11,3.9469,10.4492,0.029038,0.095701,1.5961
30/06/2016,30/06/2016,4.98E+11,3.9349,10.4176,0.029126,0.095992,1.5961
29/06/2016,29/06/2016,4.92E+11,3.8855,10.2868,0.029497,0.097212,1.5961
28/06/2016,28/06/2016,4.87E+11,3.8522,10.1986,0.029752,0.098053,1.5961
27/06/2016,27/06/2016,4.79E+11,3.7884,10.0297,0.030253,0.099704,1.5961
24/06/2016,24/06/2016,4.93E+11,3.7754,9.7187,0.029812,0.102894,1.5961
23/06/2016,23/06/2016,5.07E+11,3.8845,9.9997,0.028975,0.100003,1.5961
22/06/2016,22/06/2016,5.04E+11,3.8623,9.9424,0.029142,0.100579,1.5961
21/06/2016,21/06/2016,5.06E+11,3.8768,9.9799,0.029032,0.100202,1.5961
20/06/2016,20/06/2016,5.01E+11,3.8441,9.8956,0.029279,0.101055,1.48
17/06/2016,17/06/2016,5.03E+11,3.8534,9.9195,0.029209,0.100811,1.48
16/06/2016,16/06/2016,5.14E+11,3.9431,10.1505,0.028544,0.098517,1.48
15/06/2016,15/06/2016,5.12E+11,3.9266,10.1079,0.028665,0.098933,1.48
14/06/2016,14/06/2016,5.14E+11,3.9395,10.1412,0.02857,0.098608,1.48
13/06/2016,13/06/2016,5.13E+11,3.9346,10.1287,0.028606,0.09873,1.48
10/06/2016,10/06/2016,5.21E+11,3.9949,10.2837,0.028174,0.097241,1.48
09/06/2016,09/06/2016,5.25E+11,4.028,10.369,0.027943,0.096441,1.48
08/06/2016,08/06/2016,5.22E+11,3.9993,10.2952,0.028143,0.097133,1.48
07/06/2016,07/06/2016,5.22E+11,4.003,10.3045,0.028118,0.097045,1.48
06/06/2016,06/06/2016,5.20E+11,3.9868,10.2629,0.028232,0.097438,1.48
03/06/2016,03/06/2016,5.16E+11,3.9581,10.189,0.028436,0.098145,1.48
02/06/2016,02/06/2016,5.15E+11,3.95,10.1682,0.028494,0.098346,1.48
01/06/2016,01/06/2016,5.19E+11,3.9799,10.2452,0.02828,0.097606,1.48
31/05/2016,31/05/2016,5.27E+11,4.0365,10.3909,0.027884,0.096238,1.48
27/05/2016,27/05/2016,5.29E+11,4.0563,10.4419,0.027748,0.095768,1.48
26/05/2016,26/05/2016,5.29E+11,4.0587,10.4481,0.027731,0.095711,1.48
25/05/2016,25/05/2016,5.25E+11,4.0268,10.3659,0.027951,0.09647,1.48
24/05/2016,24/05/2016,5.16E+11,3.9573,10.187,0.028442,0.098165,1.48
23/05/2016,23/05/2016,5.09E+11,3.8979,10.034,0.028876,0.099661,1.48
20/05/2016,20/05/2016,5.02E+11,3.8489,9.9081,0.029243,0.100928,1.48
19/05/2016,19/05/2016,4.97E+11,3.8077,9.8019,0.029559,0.102021,1.48
18/05/2016,18/05/2016,4.99E+11,3.8223,9.8394,0.029447,0.101632,1.5054
17/05/2016,17/05/2016,4.93E+11,3.779,9.7281,0.029784,0.102795,1.5054
16/05/2016,16/05/2016,4.95E+11,3.7948,9.7687,0.02966,0.102368,1.5054
13/05/2016,13/05/2016,4.77E+11,3.659,9.419,0.030761,0.106168,1.5054
12/05/2016,12/05/2016,4.76E+11,3.6517,9.4003,0.030822,0.10638,1.5054
11/05/2016,11/05/2016,4.88E+11,3.7394,9.6261,0.030099,0.103884,1.5054
10/05/2016,10/05/2016,4.93E+11,3.7762,9.7208,0.029806,0.102872,1.5054
09/05/2016,09/05/2016,4.89E+11,3.7507,9.6552,0.030008,0.103571,1.5054
06/05/2016,06/05/2016,4.89E+11,3.7479,9.6479,0.030031,0.103649,1.5054
05/05/2016,05/05/2016,4.92E+11,3.7689,9.7021,0.029864,0.103071,1.5054
04/05/2016,04/05/2016,4.94E+11,3.7843,9.7416,0.02862,0.102653,1.5054
03/05/2016,03/05/2016,4.99E+11,3.824,9.844,0.028322,0.101585,1.5054
02/05/2016,02/05/2016,4.91E+11,3.7622,9.6847,0.028788,0.103256,1.5054
29/04/2016,29/04/2016,4.91E+11,3.7662,9.6951,0.028757,0.103145,1.5054
28/04/2016,28/04/2016,4.97E+11,3.81,9.8078,0.028427,0.10196,1.5054
27/04/2016,27/04/2016,5.13E+11,3.9301,10.117,0.027558,0.098843,1.5054
26/04/2016,26/04/2016,5.47E+11,4.1925,10.7924,0.025833,0.092658,1.5054
25/04/2016,25/04/2016,5.51E+11,4.2218,10.8679,0.025654,0.092014,1.5054
22/04/2016,22/04/2016,5.54E+11,4.2459,10.9299,0.025508,0.091492,1.5054
21/04/2016,21/04/2016,5.55E+11,4.2576,10.9599,0.025439,0.091241,1.5054
20/04/2016,20/04/2016,5.62E+11,4.3042,11.0799,0.025163,0.090253,1.5054
19/04/2016,19/04/2016,5.60E+11,4.2953,11.0572,0.025215,0.090439,1.5054
18/04/2016,18/04/2016,5.63E+11,4.3182,11.1161,0.025081,0.089959,1.457
15/04/2016,15/04/2016,5.76E+11,4.4134,11.3612,0.02454,0.088019,1.457
14/04/2016,14/04/2016,5.88E+11,4.5038,11.5939,0.024047,0.086252,1.457
13/04/2016,13/04/2016,5.87E+11,4.5014,11.5877,0.02406,0.086298,1.457
12/04/2016,12/04/2016,5.79E+11,4.4371,11.4223,0.024409,0.087548,1.457
11/04/2016,11/04/2016,5.71E+11,4.3801,11.2754,0.024727,0.088689,1.457
08/04/2016,08/04/2016,5.70E+11,4.3656,11.2382,0.024809,0.088983,1.457
07/04/2016,07/04/2016,5.69E+11,4.3608,11.2257,0.024836,0.089081,1.457
06/04/2016,06/04/2016,5.82E+11,4.458,11.476,0.024295,0.087138,1.457
05/04/2016,05/04/2016,5.76E+11,4.4118,11.3571,0.024549,0.088051,1.457
04/04/2016,04/04/2016,5.82E+11,4.4645,11.4926,0.02426,0.087013,1.457
01/04/2016,01/04/2016,5.76E+11,4.4191,11.3757,0.024509,0.087907,1.457
31/03/2016,31/03/2016,5.71E+11,4.3789,11.2723,0.024734,0.088713,1.457
30/03/2016,30/03/2016,5.74E+11,4.4018,11.3312,0.024605,0.088252,1.457
29/03/2016,29/03/2016,5.64E+11,4.3263,11.1368,0.025035,0.089792,1.457
28/03/2016,28/03/2016,5.51E+11,4.2262,10.8793,0.025627,0.091918,1.457
24/03/2016,24/03/2016,5.59E+11,4.3595,10.407,0.025511,0.096089,1.457
23/03/2016,23/03/2016,5.62E+11,4.3785,10.4523,0.0254,0.095673,1.457
22/03/2016,22/03/2016,5.65E+11,4.4028,10.5104,0.02526,0.095144,1.457
21/03/2016,21/03/2016,5.60E+11,4.3694,10.4306,0.025453,0.095872,1.457
18/03/2016,18/03/2016,5.61E+11,4.3698,10.4316,0.025451,0.095863,1.457
17/03/2016,17/03/2016,5.60E+11,4.3648,10.4198,0.025479,0.095971,1.4719
16/03/2016,16/03/2016,5.61E+11,4.3719,10.4365,0.025439,0.095817,1.4719
15/03/2016,15/03/2016,5.53E+11,4.3145,10.2996,0.025777,0.097091,1.4719
14/03/2016,14/03/2016,5.43E+11,4.2295,10.0968,0.026295,0.099042,1.4719
11/03/2016,11/03/2016,5.41E+11,4.2188,10.0711,0.026361,0.099294,1.4719
10/03/2016,10/03/2016,5.35E+11,4.1738,9.9638,0.026645,0.100363,1.4719
09/03/2016,09/03/2016,5.35E+11,4.1718,9.9589,0.026659,0.100413,1.4719
08/03/2016,08/03/2016,5.35E+11,4.1681,9.95,0.026682,0.100502,1.4719
07/03/2016,07/03/2016,5.39E+11,4.2027,10.0327,0.026462,0.099674,1.4719
04/03/2016,04/03/2016,5.45E+11,4.2497,10.145,0.026169,0.098571,1.4719
03/03/2016,03/03/2016,5.37E+11,4.1874,9.9963,0.026559,0.100037,1.4719
02/03/2016,02/03/2016,5.33E+11,4.1565,9.9224,0.026757,0.100782,1.4719
01/03/2016,01/03/2016,5.32E+11,4.1474,9.9008,0.026815,0.101002,1.4719
29/02/2016,29/02/2016,5.12E+11,3.989,9.5226,0.02788,0.105014,1.4719
26/02/2016,26/02/2016,5.13E+11,3.9981,9.5442,0.027817,0.104775,1.4719
25/02/2016,25/02/2016,5.12E+11,3.9919,9.5295,0.02786,0.104938,1.4719
24/02/2016,24/02/2016,5.09E+11,3.9647,9.4645,0.028051,0.105658,1.4719
23/02/2016,23/02/2016,5.01E+11,3.9065,9.3256,0.028469,0.107232,1.4719
22/02/2016,22/02/2016,5.13E+11,3.9968,9.5413,0.027825,0.104808,1.4719
19/02/2016,19/02/2016,5.08E+11,3.9622,9.4586,0.028069,0.105724,1.4719
18/02/2016,18/02/2016,5.09E+11,3.9713,9.4802,0.028005,0.105483,1.4719
17/02/2016,17/02/2016,5.19E+11,4.048,9.6634,0.027474,0.103483,1.4719
16/02/2016,16/02/2016,5.11E+11,3.9869,9.5177,0.027894,0.105068,1.4054
12/02/2016,12/02/2016,4.97E+11,3.8776,9.2567,0.028681,0.10803,1.4054
11/02/2016,11/02/2016,4.96E+11,3.8657,9.2281,0.02877,0.108365,1.4054
10/02/2016,10/02/2016,4.99E+11,3.8892,9.2842,0.028596,0.107709,1.4054
09/02/2016,09/02/2016,5.03E+11,3.9189,9.3552,0.028379,0.106893,1.4054
08/02/2016,08/02/2016,5.03E+11,3.9197,9.3571,0.028373,0.10687,1.4054
05/02/2016,05/02/2016,4.98E+11,3.8789,9.2596,0.028672,0.107996,1.4054
04/02/2016,04/02/2016,5.11E+11,3.9853,9.5137,0.027906,0.105111,1.4054
03/02/2016,03/02/2016,5.07E+11,3.9535,9.4379,0.027579,0.105956,1.4054
02/02/2016,02/02/2016,4.97E+11,3.8768,9.2547,0.028124,0.108053,1.4054
01/02/2016,01/02/2016,5.08E+11,3.9568,9.4457,0.027556,0.105868,1.4054
29/01/2016,29/01/2016,5.12E+11,3.9941,9.5349,0.027298,0.104878,1.4054
28/01/2016,28/01/2016,4.95E+11,3.8608,9.2165,0.028241,0.108501,1.4054
27/01/2016,27/01/2016,4.92E+11,3.8333,9.1509,0.028444,0.109279,1.4054
26/01/2016,26/01/2016,5.26E+11,4.1029,9.7944,0.026575,0.102099,1.4054
25/01/2016,25/01/2016,5.23E+11,4.0803,9.7406,0.026722,0.102664,1.4054
22/01/2016,22/01/2016,5.34E+11,4.1616,9.9345,0.0262,0.100659,1.4054
21/01/2016,21/01/2016,5.07E+11,3.9515,9.433,0.027593,0.106011,1.4054
20/01/2016,20/01/2016,5.09E+11,3.9716,9.481,0.027453,0.105474,1.4054
19/01/2016,19/01/2016,5.09E+11,3.9662,9.4682,0.02749,0.105616,1.4054
15/01/2016,15/01/2016,5.11E+11,3.9855,9.5143,0.027357,0.105105,1.4054
14/01/2016,14/01/2016,5.24E+11,4.0836,9.7484,0.0267,0.102581,1.4054
13/01/2016,13/01/2016,5.13E+11,3.9962,9.5398,0.027284,0.104825,1.4054
12/01/2016,12/01/2016,5.26E+11,4.1017,9.7915,0.026583,0.102129,1.2384
11/01/2016,11/01/2016,5.19E+11,4.043,9.6514,0.026968,0.103612,1.2384
08/01/2016,08/01/2016,5.10E+11,3.9786,9.4976,0.027405,0.105289,1.2384
07/01/2016,07/01/2016,5.08E+11,3.9576,9.4477,0.02755,0.105846,1.2384
06/01/2016,06/01/2016,5.30E+11,4.132,9.864,0.026387,0.101379,1.2384
05/01/2016,05/01/2016,5.41E+11,4.2145,10.0609,0.025871,0.099395,1.2384
04/01/2016,04/01/2016,5.54E+11,4.3228,10.3195,0.025223,0.096904,1.2384
31/12/2015,31/12/2015,5.54E+11,4.3191,10.3107,0.025244,0.096987,1.2384
30/12/2015,30/12/2015,5.65E+11,4.4037,10.5124,0.02476,0.095125,1.2384
