date,date,marketcap,pricetobook,pricetoearnings,dividendyield,earningsyield,one_yr_monthly_beta
30/05/2018,30/05/2018,9.36E+11,7.3779,17.5568,0.014186,0.056958,0.1066
29/05/2018,29/05/2018,9.38E+11,7.3936,17.5943,0.014156,0.056837,0.1066
25/05/2018,25/05/2018,9.41E+11,7.4204,17.6579,0.014105,0.056632,0.1066
24/05/2018,24/05/2018,9.39E+11,7.4035,17.6177,0.014137,0.056761,0.1066
23/05/2018,23/05/2018,9.40E+11,7.4117,17.6373,0.014121,0.056698,0.1066
22/05/2018,22/05/2018,9.34E+11,7.3645,17.525,0.014212,0.057061,0.1066
21/05/2018,21/05/2018,9.37E+11,7.383,17.569,0.014176,0.056919,0.1066
18/05/2018,18/05/2018,9.30E+11,7.3311,17.4454,0.014277,0.057322,0.1066
17/05/2018,17/05/2018,9.34E+11,7.3578,17.509,0.014225,0.057113,0.1066
16/05/2018,16/05/2018,9.39E+11,7.4047,17.6205,0.014135,0.056752,0.1066
15/05/2018,15/05/2018,9.31E+11,7.3362,17.4575,0.014267,0.057282,0.1066
14/05/2018,14/05/2018,9.39E+11,7.4035,17.6177,0.014137,0.056761,-0.1165
11/05/2018,11/05/2018,9.42E+11,7.4208,17.6589,0.014104,0.056629,-0.1165
10/05/2018,10/05/2018,9.45E+11,7.4491,17.7263,0.013514,0.056413,-0.1165
09/05/2018,09/05/2018,9.32E+11,7.3441,17.4763,0.013707,0.05722,-0.1165
08/05/2018,08/05/2018,9.25E+11,7.2927,17.3541,0.013804,0.057623,-0.1165
07/05/2018,07/05/2018,9.21E+11,7.2578,17.2711,0.01387,0.0579,-0.1165
04/05/2018,04/05/2018,9.14E+11,7.2057,17.147,0.013971,0.058319,-0.1165
03/05/2018,03/05/2018,8.80E+11,6.9337,16.4997,0.014519,0.060607,-0.1165
02/05/2018,02/05/2018,8.78E+11,6.9211,16.4698,0.014545,0.060717,-0.1165
01/05/2018,01/05/2018,8.41E+11,6.6283,15.7731,0.015188,0.063399,-0.1165
30/04/2018,30/04/2018,8.22E+11,6.4778,15.4149,0.015541,0.064872,-0.1165
27/04/2018,27/04/2018,8.07E+11,6.3626,15.1407,0.015822,0.066047,-0.1165
26/04/2018,26/04/2018,8.17E+11,6.437,15.3179,0.015639,0.065283,-0.1165
25/04/2018,25/04/2018,8.14E+11,6.4147,15.2647,0.015693,0.065511,-0.1165
24/04/2018,24/04/2018,8.10E+11,6.3869,15.1985,0.015762,0.065796,-0.1165
23/04/2018,23/04/2018,8.22E+11,6.477,15.413,0.015542,0.06488,-0.1165
20/04/2018,20/04/2018,8.24E+11,6.4958,15.4578,0.015497,0.064692,-0.1165
19/04/2018,19/04/2018,8.59E+11,6.7734,16.1182,0.014862,0.062042,-0.1165
18/04/2018,18/04/2018,8.84E+11,6.9709,16.5883,0.014441,0.060283,-0.1165
17/04/2018,17/04/2018,8.86E+11,6.9866,16.6256,0.014409,0.060148,-0.1165
16/04/2018,16/04/2018,8.74E+11,6.8917,16.3999,0.014607,0.060976,-0.1165
13/04/2018,13/04/2018,8.69E+11,6.849,16.2982,0.014698,0.061356,-0.1165
12/04/2018,12/04/2018,8.66E+11,6.8259,16.2432,0.014748,0.061564,-0.1165
11/04/2018,11/04/2018,8.58E+11,6.7592,16.0846,0.014893,0.062171,-0.1958
10/04/2018,10/04/2018,8.62E+11,6.791,16.1602,0.014824,0.061881,-0.1958
09/04/2018,09/04/2018,8.46E+11,6.6656,15.8617,0.015103,0.063045,-0.1958
06/04/2018,06/04/2018,8.37E+11,6.6001,15.7059,0.015253,0.06367,-0.1958
05/04/2018,05/04/2018,8.59E+11,6.7734,16.1182,0.014862,0.062042,-0.1958
04/04/2018,04/04/2018,8.53E+11,6.7267,16.0072,0.014965,0.062472,-0.1958
03/04/2018,03/04/2018,8.37E+11,6.6005,15.7068,0.015252,0.063667,-0.1958
02/04/2018,02/04/2018,8.29E+11,6.5335,15.5473,0.015408,0.06432,-0.1958
29/03/2018,29/03/2018,8.49E+11,6.0566,16.806,0.015307,0.059502,-0.1958
28/03/2018,28/03/2018,8.43E+11,6.0096,16.6758,0.015427,0.059967,-0.1958
27/03/2018,27/03/2018,8.52E+11,6.0768,16.8621,0.015256,0.059305,-0.1958
26/03/2018,26/03/2018,8.74E+11,6.2367,17.3059,0.014865,0.057784,-0.1958
23/03/2018,23/03/2018,8.35E+11,5.954,16.5215,0.015571,0.060527,-0.1958
22/03/2018,22/03/2018,8.55E+11,6.0952,16.9132,0.01521,0.059125,-0.1958
21/03/2018,21/03/2018,8.67E+11,6.1825,17.1556,0.014995,0.05829,-0.1958
20/03/2018,20/03/2018,8.87E+11,6.3259,17.5533,0.014655,0.056969,-0.1958
19/03/2018,19/03/2018,8.87E+11,6.328,17.5593,0.01465,0.05695,-0.1958
16/03/2018,16/03/2018,9.01E+11,6.4262,17.8317,0.014427,0.05608,-0.1958
15/03/2018,15/03/2018,9.04E+11,6.449,17.8948,0.014376,0.055882,-0.1958
14/03/2018,14/03/2018,9.03E+11,6.4414,17.8738,0.014393,0.055948,-0.1958
13/03/2018,13/03/2018,9.11E+11,6.4966,18.0271,0.01427,0.055472,-0.2959
12/03/2018,12/03/2018,9.20E+11,6.5598,18.2023,0.014133,0.054938,-0.2959
09/03/2018,09/03/2018,9.11E+11,6.497,18.0281,0.014269,0.055469,-0.2959
08/03/2018,08/03/2018,8.95E+11,6.3872,17.7235,0.014515,0.056422,-0.2959
07/03/2018,07/03/2018,8.86E+11,6.3183,17.5322,0.014673,0.057038,-0.2959
06/03/2018,06/03/2018,8.94E+11,6.3775,17.6965,0.014537,0.056508,-0.2959
05/03/2018,05/03/2018,8.95E+11,6.3829,17.7115,0.014525,0.05646,-0.2959
02/03/2018,02/03/2018,8.92E+11,6.3609,17.6504,0.014575,0.056656,-0.2959
01/03/2018,01/03/2018,8.86E+11,6.3172,17.5292,0.014676,0.057048,-0.2959
28/02/2018,28/02/2018,9.01E+11,6.4298,17.8417,0.014419,0.056048,-0.2959
27/02/2018,27/02/2018,9.03E+11,6.4396,17.8688,0.014397,0.055964,-0.2959
26/02/2018,26/02/2018,9.06E+11,6.4605,17.9269,0.01435,0.055782,-0.2959
23/02/2018,23/02/2018,8.88E+11,6.3352,17.5793,0.014634,0.056885,-0.2959
22/02/2018,22/02/2018,8.73E+11,6.2269,17.2788,0.014888,0.057874,-0.2959
21/02/2018,21/02/2018,8.66E+11,6.1753,17.1356,0.015013,0.058358,-0.2959
20/02/2018,20/02/2018,8.70E+11,6.2035,17.2137,0.014945,0.058093,-0.2959
16/02/2018,16/02/2018,8.73E+11,6.2244,17.2718,0.014894,0.057898,-0.2959
15/02/2018,15/02/2018,8.75E+11,6.2446,17.3279,0.014846,0.05771,-0.2959
14/02/2018,14/02/2018,8.47E+11,6.0418,16.7649,0.015345,0.059648,-0.2959
13/02/2018,13/02/2018,8.32E+11,5.9324,16.4614,0.015628,0.060748,-0.2959
12/02/2018,12/02/2018,8.23E+11,5.8735,16.2982,0.015784,0.061357,-0.2959
09/02/2018,09/02/2018,7.92E+11,5.6461,15.6671,0.01642,0.063828,-0.2959
08/02/2018,08/02/2018,7.82E+11,5.5779,15.4778,0.016225,0.064609,-0.2959
07/02/2018,07/02/2018,8.04E+11,5.7357,15.9158,0.015778,0.062831,0.1328
06/02/2018,06/02/2018,8.22E+11,5.8612,16.2639,0.015441,0.061486,0.1328
05/02/2018,05/02/2018,7.89E+11,5.6261,15.6115,0.016086,0.064055,0.1328
02/02/2018,02/02/2018,8.09E+11,5.7702,16.0115,0.015684,0.062455,0.1328
01/02/2018,01/02/2018,8.46E+11,6.032,16.7378,0.015004,0.059745,0.1328
31/01/2018,31/01/2018,8.44E+11,6.0194,16.7029,0.015035,0.05987,0.1328
30/01/2018,30/01/2018,8.42E+11,6.0028,16.657,0.015076,0.060035,0.1328
29/01/2018,29/01/2018,8.47E+11,6.0384,16.7557,0.014987,0.059681,0.1328
26/01/2018,26/01/2018,8.64E+11,6.1661,17.1099,0.014677,0.058446,0.1328
25/01/2018,25/01/2018,8.62E+11,6.1517,17.07,0.014712,0.058582,0.1328
24/01/2018,24/01/2018,8.78E+11,6.2635,17.3802,0.014449,0.057537,0.1328
23/01/2018,23/01/2018,8.92E+11,6.3649,17.6616,0.014219,0.05662,0.1328
22/01/2018,22/01/2018,8.92E+11,6.3634,17.6576,0.014222,0.056633,0.1328
19/01/2018,19/01/2018,9.00E+11,6.4159,17.8032,0.014106,0.05617,0.1328
18/01/2018,18/01/2018,9.04E+11,6.4447,17.883,0.014043,0.055919,0.1328
17/01/2018,17/01/2018,9.03E+11,6.4389,17.8671,0.014055,0.055969,0.1328
16/01/2018,16/01/2018,8.88E+11,6.3343,17.5768,0.014287,0.056893,0.1328
12/01/2018,12/01/2018,8.93E+11,6.3667,17.6665,0.014215,0.056604,0.1328
11/01/2018,11/01/2018,8.83E+11,6.3016,17.486,0.014362,0.057189,0.1328
10/01/2018,10/01/2018,8.78E+11,6.266,17.3872,0.014443,0.057514,0.1328
09/01/2018,09/01/2018,8.79E+11,6.2675,17.3912,0.01444,0.0575,1.6635
08/01/2018,08/01/2018,8.79E+11,6.2682,17.3932,0.014438,0.057494,1.6635
05/01/2018,05/01/2018,8.82E+11,6.2915,17.458,0.014385,0.05728,1.6635
04/01/2018,04/01/2018,8.72E+11,6.2207,17.2615,0.014548,0.057932,1.6635
03/01/2018,03/01/2018,8.68E+11,6.192,17.1817,0.014616,0.058201,1.6635
02/01/2018,02/01/2018,8.68E+11,6.193,17.1847,0.014613,0.058191,1.6635
29/12/2017,29/12/2017,8.69E+11,6.4792,17.9627,0.014875,0.055671,1.6635
28/12/2017,28/12/2017,8.78E+11,6.55,18.1591,0.014714,0.055069,1.6635
27/12/2017,27/12/2017,8.76E+11,6.5316,18.1081,0.014756,0.055224,1.6635
26/12/2017,26/12/2017,8.75E+11,6.5305,18.1049,0.014758,0.055234,1.6635
22/12/2017,22/12/2017,8.98E+11,6.7005,18.5762,0.014384,0.053832,1.6635
21/12/2017,21/12/2017,8.98E+11,6.7005,18.5762,0.014384,0.053832,1.6635
20/12/2017,20/12/2017,8.95E+11,6.6752,18.5062,0.014438,0.054036,1.6635
19/12/2017,19/12/2017,8.96E+11,6.6825,18.5263,0.014422,0.053977,1.6635
18/12/2017,18/12/2017,9.05E+11,6.7545,18.7259,0.014269,0.053402,1.6635
15/12/2017,15/12/2017,8.93E+11,6.6607,18.4658,0.01447,0.054154,1.6635
14/12/2017,14/12/2017,8.84E+11,6.5937,18.2801,0.014617,0.054704,1.6635
13/12/2017,13/12/2017,8.84E+11,6.5956,18.2854,0.014613,0.054689,1.6635
12/12/2017,12/12/2017,8.81E+11,6.5737,18.2249,0.014661,0.05487,1.6635
11/12/2017,11/12/2017,8.86E+11,6.6109,18.3278,0.014579,0.054562,1.6635
08/12/2017,08/12/2017,8.69E+11,6.4845,17.9776,0.014863,0.055625,1.6635
07/12/2017,07/12/2017,8.69E+11,6.4826,17.9723,0.014867,0.055641,1.6635
06/12/2017,06/12/2017,8.67E+11,6.4708,17.9393,0.014894,0.055743,0.503
05/12/2017,05/12/2017,8.71E+11,6.4949,18.0062,0.014839,0.055536,0.503
04/12/2017,04/12/2017,8.71E+11,6.501,18.0232,0.014825,0.055484,0.503
01/12/2017,01/12/2017,8.78E+11,6.5489,18.1559,0.014717,0.055079,0.503
30/11/2017,30/11/2017,8.82E+11,6.5795,18.2408,0.014648,0.054822,0.503
29/11/2017,29/11/2017,8.70E+11,6.4888,17.9892,0.014853,0.055589,0.503
28/11/2017,28/11/2017,8.88E+11,6.6262,18.3703,0.014545,0.054436,0.503
27/11/2017,27/11/2017,8.93E+11,6.6652,18.4786,0.01446,0.054117,0.503
24/11/2017,24/11/2017,8.98E+11,6.6989,18.572,0.014387,0.053845,0.503
22/11/2017,22/11/2017,8.98E+11,6.6986,18.5709,0.014388,0.053848,0.503
21/11/2017,21/11/2017,8.89E+11,6.6289,18.3777,0.014539,0.054414,0.503
20/11/2017,20/11/2017,8.72E+11,6.5079,18.0423,0.014809,0.055425,0.503
17/11/2017,17/11/2017,8.73E+11,6.5144,18.0604,0.014795,0.05537,0.503
16/11/2017,16/11/2017,8.78E+11,6.5508,18.1612,0.014712,0.055062,0.503
15/11/2017,15/11/2017,8.68E+11,6.4734,17.9468,0.014888,0.05572,0.503
14/11/2017,14/11/2017,8.79E+11,6.56,18.1867,0.014692,0.054985,0.503
13/11/2017,13/11/2017,8.93E+11,6.6607,18.4658,0.01447,0.054154,0.503
10/11/2017,10/11/2017,8.96E+11,6.6875,18.5401,0.014412,0.053937,0.503
09/11/2017,09/11/2017,8.99E+11,6.7097,18.6017,0.014014,0.053759,0.503
08/11/2017,08/11/2017,9.01E+11,6.7234,18.6398,0.013985,0.053649,0.503
07/11/2017,07/11/2017,8.94E+11,6.6688,18.4885,0.014099,0.054088,0.503
06/11/2017,06/11/2017,8.91E+11,6.6475,18.4293,0.014145,0.054261,0.503
03/11/2017,03/11/2017,8.82E+11,6.5807,18.2442,0.014288,0.054812,0.8117
02/11/2017,02/11/2017,8.60E+11,6.4132,17.7799,0.014661,0.056243,0.8117
01/11/2017,01/11/2017,8.53E+11,6.3667,17.6509,0.014769,0.056654,0.8117
31/10/2017,31/10/2017,8.64E+11,6.4487,17.8783,0.014581,0.055934,0.8117
30/10/2017,30/10/2017,8.53E+11,6.3602,17.6329,0.014784,0.056712,0.8117
27/10/2017,27/10/2017,8.34E+11,6.2202,17.2447,0.015116,0.057989,0.8117
26/10/2017,26/10/2017,8.05E+11,6.005,16.6482,0.015658,0.060066,0.8117
25/10/2017,25/10/2017,8.00E+11,5.9669,16.5425,0.015758,0.06045,0.8117
24/10/2017,24/10/2017,8.03E+11,5.9932,16.6154,0.015689,0.060185,0.8117
23/10/2017,23/10/2017,7.99E+11,5.9577,16.5171,0.015782,0.060543,0.8117
20/10/2017,20/10/2017,7.99E+11,5.9608,16.5255,0.015774,0.060512,0.8117
19/10/2017,19/10/2017,7.98E+11,5.9505,16.497,0.015802,0.060617,0.8117
18/10/2017,18/10/2017,8.17E+11,6.0947,16.8968,0.015428,0.059183,0.8117
17/10/2017,17/10/2017,8.21E+11,6.1218,16.9719,0.015359,0.058921,0.8117
16/10/2017,16/10/2017,8.18E+11,6.0993,16.9095,0.015416,0.059138,0.8117
13/10/2017,13/10/2017,8.03E+11,5.989,16.6038,0.0157,0.060227,0.8117
12/10/2017,12/10/2017,7.98E+11,5.9513,16.4991,0.0158,0.060609,0.8117
11/10/2017,11/10/2017,8.01E+11,5.9722,16.5573,0.015744,0.060396,0.8117
10/10/2017,10/10/2017,7.97E+11,5.9474,16.4885,0.01581,0.060648,0.8117
09/10/2017,09/10/2017,7.97E+11,5.9452,16.4822,0.015816,0.060672,0.8117
06/10/2017,06/10/2017,7.94E+11,5.9246,16.4251,0.015871,0.060883,0.8117
05/10/2017,05/10/2017,7.95E+11,5.928,16.4346,0.015862,0.060847,0.8117
04/10/2017,04/10/2017,7.85E+11,5.8551,16.2326,0.016059,0.061604,0.3769
03/10/2017,03/10/2017,7.90E+11,5.8933,16.3383,0.015955,0.061206,0.3769
02/10/2017,02/10/2017,7.87E+11,5.8677,16.2675,0.016025,0.061472,0.3769
29/09/2017,29/09/2017,7.85E+11,5.9309,16.8357,0.015992,0.059397,0.3769
28/09/2017,28/09/2017,7.81E+11,5.8986,16.744,0.01608,0.059723,0.3769
27/09/2017,27/09/2017,7.86E+11,5.9352,16.8478,0.015981,0.059355,0.3769
26/09/2017,26/09/2017,7.80E+11,5.8932,16.7287,0.016095,0.059778,0.3769
25/09/2017,25/09/2017,7.67E+11,5.7936,16.4458,0.016371,0.060806,0.3769
22/09/2017,22/09/2017,7.74E+11,5.8451,16.5921,0.016227,0.06027,0.3769
21/09/2017,21/09/2017,7.82E+11,5.9028,16.756,0.016068,0.05968,0.3769
20/09/2017,20/09/2017,7.95E+11,6.006,17.0488,0.015792,0.058655,0.3769
19/09/2017,19/09/2017,8.09E+11,6.1083,17.3393,0.015528,0.057672,0.3769
18/09/2017,18/09/2017,8.09E+11,6.106,17.3328,0.015534,0.057694,0.3769
15/09/2017,15/09/2017,8.15E+11,6.1526,17.465,0.015416,0.057258,0.3769
14/09/2017,14/09/2017,8.07E+11,6.091,17.2902,0.015572,0.057836,0.3769
13/09/2017,13/09/2017,8.14E+11,6.1437,17.4398,0.015438,0.05734,0.3769
12/09/2017,12/09/2017,8.20E+11,6.1903,17.572,0.015322,0.056909,0.3769
11/09/2017,11/09/2017,8.23E+11,6.2149,17.6419,0.015261,0.056683,0.3769
08/09/2017,08/09/2017,8.08E+11,6.1045,17.3284,0.015538,0.057709,0.3769
07/09/2017,07/09/2017,8.22E+11,6.2057,17.6157,0.015284,0.056768,0.3769
06/09/2017,06/09/2017,8.25E+11,6.2307,17.6867,0.015223,0.05654,0.3769
05/09/2017,05/09/2017,8.26E+11,6.2373,17.7053,0.015207,0.05648,0.7229
01/09/2017,01/09/2017,8.36E+11,6.3131,17.9205,0.015024,0.055802,0.7229
31/08/2017,31/08/2017,8.36E+11,6.3111,17.915,0.015029,0.055819,0.7229
30/08/2017,30/08/2017,8.32E+11,6.2861,17.844,0.015089,0.056041,0.7229
29/08/2017,29/08/2017,8.30E+11,6.2692,17.7959,0.015129,0.056193,0.7229
28/08/2017,28/08/2017,8.23E+11,6.2138,17.6386,0.015264,0.056694,0.7229
25/08/2017,25/08/2017,8.15E+11,6.1518,17.4628,0.015418,0.057265,0.7229
24/08/2017,24/08/2017,8.12E+11,6.1291,17.3983,0.015475,0.057477,0.7229
23/08/2017,23/08/2017,8.15E+11,6.1564,17.4759,0.015406,0.057222,0.7229
22/08/2017,22/08/2017,8.14E+11,6.1487,17.454,0.015426,0.057293,0.7229
21/08/2017,21/08/2017,8.01E+11,6.0498,17.1733,0.015678,0.05823,0.7229
18/08/2017,18/08/2017,8.03E+11,6.061,17.205,0.015649,0.058123,0.7229
17/08/2017,17/08/2017,8.04E+11,6.0749,17.2443,0.015613,0.05799,0.7229
16/08/2017,16/08/2017,8.20E+11,6.1938,17.5818,0.015314,0.056877,0.7229
15/08/2017,15/08/2017,8.24E+11,6.2188,17.6528,0.015252,0.056648,0.7229
14/08/2017,14/08/2017,8.15E+11,6.1514,17.4617,0.015419,0.057268,0.7229
11/08/2017,11/08/2017,8.03E+11,6.0602,17.2028,0.015651,0.05813,0.7229
10/08/2017,10/08/2017,7.92E+11,5.9771,16.9668,0.015869,0.058939,0.7229
09/08/2017,09/08/2017,8.18E+11,6.1738,17.525,0.014979,0.057061,0.7229
08/08/2017,08/08/2017,8.13E+11,6.1362,17.4184,0.015071,0.057411,0.7229
07/08/2017,07/08/2017,8.06E+11,6.0875,17.2802,0.015191,0.05787,0.7229
04/08/2017,04/08/2017,7.94E+11,5.9947,17.0169,0.015426,0.058765,0.7229
03/08/2017,03/08/2017,7.90E+11,5.9633,16.9277,0.015508,0.059075,1.2745
02/08/2017,02/08/2017,7.98E+11,6.0235,17.0985,0.015353,0.058485,1.2745
01/08/2017,01/08/2017,7.62E+11,5.7517,16.327,0.016078,0.061248,1.2745
31/07/2017,31/07/2017,7.55E+11,5.7011,16.1834,0.016221,0.061792,1.2745
28/07/2017,28/07/2017,7.59E+11,5.7306,16.2672,0.016137,0.061473,1.2745
27/07/2017,27/07/2017,7.64E+11,5.7713,16.3825,0.016024,0.061041,1.2745
26/07/2017,26/07/2017,7.79E+11,5.8824,16.6981,0.015721,0.059887,1.2745
25/07/2017,25/07/2017,7.75E+11,5.8548,16.6197,0.015795,0.060169,1.2745
24/07/2017,24/07/2017,7.72E+11,5.8299,16.549,0.015863,0.060427,1.2745
21/07/2017,21/07/2017,7.63E+11,5.7602,16.351,0.016055,0.061158,1.2745
20/07/2017,20/07/2017,7.63E+11,5.7628,16.3586,0.016047,0.06113,1.2745
19/07/2017,19/07/2017,7.67E+11,5.7889,16.4326,0.015975,0.060855,1.2745
18/07/2017,18/07/2017,7.62E+11,5.7529,16.3303,0.016075,0.061236,1.2745
17/07/2017,17/07/2017,7.59E+11,5.7329,16.2737,0.016131,0.061449,1.2745
14/07/2017,14/07/2017,7.57E+11,5.713,16.2171,0.016187,0.061663,1.2745
13/07/2017,13/07/2017,7.50E+11,5.6643,16.0789,0.016326,0.062193,1.2745
12/07/2017,12/07/2017,7.40E+11,5.5865,15.8581,0.016554,0.063059,1.2745
11/07/2017,11/07/2017,7.39E+11,5.5785,15.8352,0.016578,0.06315,1.2745
10/07/2017,10/07/2017,7.36E+11,5.5604,15.7841,0.016631,0.063355,1.2745
07/07/2017,07/07/2017,7.32E+11,5.5267,15.6883,0.016733,0.063742,1.2745
06/07/2017,06/07/2017,7.25E+11,5.4711,15.5305,0.016903,0.064389,1.2745
05/07/2017,05/07/2017,7.31E+11,5.5233,15.6785,0.016743,0.063782,1.2745
03/07/2017,03/07/2017,7.28E+11,5.5006,15.6143,0.016812,0.064044,1.2745
30/06/2017,30/06/2017,7.35E+11,5.4817,16.0726,0.016751,0.062218,1.5229
29/06/2017,29/06/2017,7.33E+11,5.4688,16.0347,0.016791,0.062365,1.5229
28/06/2017,28/06/2017,7.44E+11,5.5506,16.2746,0.016544,0.061445,1.5229
27/06/2017,27/06/2017,7.34E+11,5.4707,16.0403,0.016785,0.062343,1.5229
26/06/2017,26/06/2017,7.44E+11,5.5502,16.2735,0.016545,0.06145,1.5229
23/06/2017,23/06/2017,7.47E+11,5.5677,16.3248,0.016493,0.061256,1.5229
22/06/2017,22/06/2017,7.43E+11,5.543,16.2523,0.016566,0.06153,1.5229
21/06/2017,21/06/2017,7.44E+11,5.5521,16.2791,0.016539,0.061429,1.5229
20/06/2017,20/06/2017,7.40E+11,5.5194,16.1831,0.016637,0.061793,1.5229
19/06/2017,19/06/2017,7.47E+11,5.57,16.3315,0.016486,0.061231,1.5229
16/06/2017,16/06/2017,7.26E+11,5.4151,15.8773,0.016958,0.062983,1.5229
15/06/2017,15/06/2017,7.36E+11,5.492,16.1027,0.01672,0.062101,1.5229
14/06/2017,14/06/2017,7.41E+11,5.5251,16.1998,0.01662,0.061729,1.5229
13/06/2017,13/06/2017,7.48E+11,5.5795,16.3594,0.016458,0.061127,1.5229
12/06/2017,12/06/2017,7.42E+11,5.535,16.2289,0.01659,0.061619,1.5229
09/06/2017,09/06/2017,7.60E+11,5.6705,16.6262,0.016194,0.060146,1.5229
08/06/2017,08/06/2017,7.91E+11,5.8993,17.2969,0.015566,0.057814,1.5229
07/06/2017,07/06/2017,7.93E+11,5.9137,17.3393,0.015528,0.057673,1.5229
06/06/2017,06/06/2017,7.88E+11,5.8787,17.2366,0.01562,0.058016,1.5229
05/06/2017,05/06/2017,7.86E+11,5.8589,17.1786,0.015673,0.058212,1.5229
02/06/2017,02/06/2017,7.93E+11,5.9168,17.3482,0.01552,0.057643,1.5229
01/06/2017,01/06/2017,7.82E+11,5.8304,17.0949,0.01575,0.058497,1.3718
31/05/2017,31/05/2017,7.80E+11,5.8144,17.048,0.015793,0.058658,1.3718
30/05/2017,30/05/2017,7.84E+11,5.849,17.1496,0.0157,0.058311,1.3718
26/05/2017,26/05/2017,7.84E+11,5.8467,17.1429,0.015706,0.058333,1.3718
25/05/2017,25/05/2017,7.85E+11,5.8566,17.1719,0.015679,0.058235,1.3718
24/05/2017,24/05/2017,7.83E+11,5.8365,17.1127,0.015733,0.058436,1.3718
23/05/2017,23/05/2017,7.85E+11,5.854,17.1641,0.015686,0.058261,1.3718
22/05/2017,22/05/2017,7.86E+11,5.8612,17.1853,0.015667,0.058189,1.3718
19/05/2017,19/05/2017,7.81E+11,5.8258,17.0815,0.015762,0.058543,1.3718
18/05/2017,18/05/2017,7.78E+11,5.806,17.0234,0.015816,0.058743,1.3718
17/05/2017,17/05/2017,7.67E+11,5.7189,16.7679,0.016057,0.059638,1.3718
16/05/2017,16/05/2017,7.93E+11,5.9175,17.3504,0.015518,0.057635,1.3718
15/05/2017,15/05/2017,7.95E+11,5.9263,17.3761,0.015495,0.05755,1.3718
12/05/2017,12/05/2017,7.97E+11,5.9415,17.4207,0.015455,0.057403,1.3718
11/05/2017,11/05/2017,7.86E+11,5.8597,17.1808,0.015671,0.058204,1.3718
10/05/2017,10/05/2017,7.79E+11,5.8094,17.0335,0.015401,0.058708,1.3718
09/05/2017,09/05/2017,7.83E+11,5.8371,17.1146,0.015328,0.05843,1.3718
08/05/2017,08/05/2017,7.78E+11,5.8,17.0057,0.015426,0.058804,1.3718
05/05/2017,05/05/2017,7.57E+11,5.6464,16.5556,0.015846,0.060403,1.3718
04/05/2017,04/05/2017,7.45E+11,5.5543,16.2855,0.016109,0.061404,1.3718
03/05/2017,03/05/2017,7.47E+11,5.5744,16.3444,0.016051,0.061183,1.3718
02/05/2017,02/05/2017,7.50E+11,5.5915,16.3944,0.016002,0.060996,1.3718
01/05/2017,01/05/2017,7.45E+11,5.5562,16.2911,0.016103,0.061383,1.8329
28/04/2017,28/04/2017,7.30E+11,5.4452,15.9654,0.016432,0.062635,1.8329
27/04/2017,27/04/2017,7.31E+11,5.4505,15.981,0.016416,0.062574,1.8329
26/04/2017,26/04/2017,7.30E+11,5.4463,15.9688,0.016428,0.062622,1.8329
25/04/2017,25/04/2017,7.35E+11,5.4785,16.0632,0.016331,0.062254,1.8329
24/04/2017,24/04/2017,7.30E+11,5.4448,15.9643,0.016433,0.06264,1.8329
21/04/2017,21/04/2017,7.23E+11,5.3929,15.8121,0.016591,0.063243,1.8329
20/04/2017,20/04/2017,7.24E+11,5.3993,15.8309,0.016571,0.063167,1.8329
19/04/2017,19/04/2017,7.15E+11,5.3326,15.6353,0.016778,0.063958,1.8329
18/04/2017,18/04/2017,7.18E+11,5.3523,15.6931,0.016717,0.063722,1.8329
17/04/2017,17/04/2017,7.21E+11,5.3762,15.7631,0.016642,0.063439,1.8329
13/04/2017,13/04/2017,7.17E+11,5.3466,15.6765,0.016734,0.06379,1.8329
12/04/2017,12/04/2017,7.21E+11,5.375,15.7598,0.016646,0.063453,1.8329
11/04/2017,11/04/2017,7.20E+11,5.3686,15.7409,0.016666,0.063529,1.8329
10/04/2017,10/04/2017,7.28E+11,5.427,15.9121,0.016487,0.062845,1.8329
07/04/2017,07/04/2017,7.29E+11,5.4334,15.931,0.016467,0.062771,1.8329
06/04/2017,06/04/2017,7.30E+11,5.4455,15.9665,0.01643,0.062631,1.8329
05/04/2017,05/04/2017,7.32E+11,5.4592,16.0065,0.016389,0.062474,1.8329
04/04/2017,04/04/2017,7.36E+11,5.4876,16.0899,0.016304,0.062151,1.8329
03/04/2017,03/04/2017,7.30E+11,5.4471,15.971,0.016426,0.062614,1.8329
31/03/2017,31/03/2017,7.39E+11,5.5846,16.3512,0.01643,0.061158,1.8329
30/03/2017,30/03/2017,7.41E+11,5.5951,16.3819,0.0164,0.061043,1.8329
29/03/2017,29/03/2017,7.42E+11,5.6025,16.4035,0.016378,0.060962,1.8918
28/03/2017,28/03/2017,7.40E+11,5.5901,16.3671,0.016414,0.061098,1.8918
27/03/2017,27/03/2017,7.25E+11,5.4766,16.0348,0.016755,0.062365,1.8918
24/03/2017,24/03/2017,7.24E+11,5.4672,16.0074,0.016783,0.062471,1.8918
23/03/2017,23/03/2017,7.25E+11,5.4781,16.0393,0.01675,0.062347,1.8918
22/03/2017,22/03/2017,7.28E+11,5.4976,16.0962,0.016691,0.062126,1.8918
21/03/2017,21/03/2017,7.20E+11,5.4361,15.9164,0.016879,0.062828,1.8918
20/03/2017,20/03/2017,7.28E+11,5.4991,16.1008,0.016686,0.062109,1.8918
17/03/2017,17/03/2017,7.20E+11,5.442,15.9335,0.016861,0.062761,1.8918
