date,marketcap,pricetobook,pricetoearnings,dividendyield,earningsyield,Quarter,nopat,freecashflow,roe,ebitdagrowth,ebitdamargin,cashdividendspershare,bookvaluepershare,capex,currentratio,debttoequity,epsgrowth,investedcapitalgrowth,fcffgrowth,finleverage,netincomegrowth,roa,revenuegrowth,basiceps,operatingrevenue,ebitda,totalassets,totalliabilities,debt,netincome,netcashfromoperatingactivities,netcashfrominvestingactivities,netcashfromfinancingactivities,longterminvestments,one_yr_monthly_beta
19/07/2019,2.15E+11,2.39,15.9482,0.018591,0.062703,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
18/07/2019,2.18E+11,2.4204,16.1512,0.018358,0.061915,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
17/07/2019,2.19E+11,2.4365,16.2584,0.018237,0.061507,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
16/07/2019,2.22E+11,2.466,16.4556,0.018018,0.060769,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
15/07/2019,2.23E+11,2.479,16.5423,0.017924,0.060451,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
12/07/2019,2.23E+11,2.4759,16.5218,0.017946,0.060526,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
11/07/2019,2.21E+11,2.4534,16.3713,0.018111,0.061083,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
10/07/2019,2.21E+11,2.453,16.369,0.018113,0.061091,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
09/07/2019,2.18E+11,2.4201,16.1489,0.01836,0.061924,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
08/07/2019,2.11E+11,4.1984,19.2692,0.018437,0.051896,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
05/07/2019,2.13E+11,4.241,19.4646,0.018252,0.051375,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
03/07/2019,2.13E+11,4.2306,19.4167,0.018015,0.051502,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
02/07/2019,2.12E+11,4.2173,19.3556,0.018072,0.051665,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
01/07/2019,2.11E+11,4.1912,19.2361,0.018185,0.051986,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
28/06/2019,2.08E+11,4.1318,18.9632,0.018446,0.052734,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
27/06/2019,2.07E+11,4.1217,18.917,0.018491,0.052863,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
26/06/2019,2.09E+11,4.1542,19.0664,0.018347,0.052448,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
25/06/2019,2.08E+11,4.1406,19.0039,0.018407,0.052621,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
24/06/2019,2.07E+11,4.1193,18.9061,0.018502,0.052893,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
21/06/2019,2.09E+11,4.1492,19.0433,0.018369,0.052512,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
20/06/2019,2.11E+11,4.2022,19.2864,0.018137,0.05185,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
19/06/2019,2.10E+11,4.1696,19.137,0.018279,0.052255,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
18/06/2019,2.07E+11,4.1199,18.9089,0.018499,0.052885,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
17/06/2019,2.10E+11,4.1711,19.1438,0.018272,0.052236,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
14/06/2019,2.11E+11,4.1912,19.2361,0.018185,0.051986,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
13/06/2019,2.11E+11,4.1939,19.2484,0.018173,0.051952,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
12/06/2019,2.02E+11,4.0158,18.4308,0.018979,0.054257,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
11/06/2019,2.01E+11,3.9968,18.3439,0.019069,0.054514,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
10/06/2019,2.04E+11,4.0557,18.6142,0.018792,0.053723,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
07/06/2019,2.06E+11,4.0844,18.7459,0.01866,0.053345,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
06/06/2019,2.04E+11,4.0599,18.6332,0.018773,0.053668,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
05/06/2019,2.02E+11,4.0223,18.4607,0.018948,0.054169,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
04/06/2019,2.01E+11,3.9891,18.3086,0.019106,0.054619,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
03/06/2019,1.97E+11,3.9196,17.9895,0.019445,0.055588,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
31/05/2019,1.97E+11,3.9069,17.9311,0.019508,0.055769,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7429
30/05/2019,1.97E+11,3.9116,17.9528,0.019485,0.055702,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
29/05/2019,1.96E+11,3.893,17.8673,0.019578,0.055968,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
28/05/2019,1.97E+11,3.924,18.0099,0.019423,0.055525,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
24/05/2019,1.98E+11,3.9291,18.0329,0.019398,0.055454,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
23/05/2019,1.98E+11,3.9273,18.0248,0.019407,0.055479,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
22/05/2019,1.99E+11,3.9604,18.1769,0.019244,0.055015,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
21/05/2019,2.00E+11,3.9675,18.2095,0.01921,0.054916,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
20/05/2019,1.99E+11,3.9622,18.185,0.019236,0.05499,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
17/05/2019,2.01E+11,3.9956,18.3385,0.019075,0.05453,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
16/05/2019,2.02E+11,4.0093,18.401,0.01901,0.054345,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
15/05/2019,2.01E+11,3.985,18.2896,0.019126,0.054676,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
14/05/2019,1.98E+11,3.9412,18.0886,0.019338,0.055283,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
13/05/2019,1.96E+11,3.8862,17.836,0.019612,0.056066,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
10/05/2019,2.00E+11,3.9661,18.2027,0.019217,0.054937,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
09/05/2019,1.99E+11,3.9527,18.1416,0.019282,0.055122,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
08/05/2019,2.01E+11,3.9942,18.3317,0.019082,0.05455,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
07/05/2019,1.99E+11,3.9483,18.1212,0.019303,0.055184,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
06/05/2019,2.01E+11,3.9945,18.3331,0.01908,0.054546,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
03/05/2019,2.00E+11,3.9746,18.2421,0.019176,0.054818,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
02/05/2019,2.00E+11,3.969,18.2163,0.019203,0.054896,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
01/05/2019,2.03E+11,4.0353,18.5205,0.018887,0.053994,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
30/04/2019,2.04E+11,4.0528,18.6006,0.018806,0.053762,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
29/04/2019,2.07E+11,4.1217,18.917,0.018491,0.052863,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.7068
26/04/2019,2.08E+11,4.14,19.0012,0.018409,0.052628,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
25/04/2019,2.04E+11,4.0607,18.6373,0.018769,0.053656,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
24/04/2019,2.01E+11,3.9974,18.3466,0.019066,0.054506,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
23/04/2019,1.99E+11,3.9459,18.1103,0.019315,0.055217,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
22/04/2019,1.96E+11,3.8962,17.8822,0.019561,0.055922,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
18/04/2019,1.97E+11,3.919,17.9868,0.019448,0.055596,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
17/04/2019,1.96E+11,3.8983,17.8917,0.019551,0.055892,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
16/04/2019,1.93E+11,3.8436,17.6405,0.01983,0.056688,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
15/04/2019,1.97E+11,3.9069,17.9311,0.019508,0.055769,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
12/04/2019,1.94E+11,3.8483,17.6622,0.019805,0.056618,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
11/04/2019,1.74E+11,3.45,15.8343,0.022091,0.063154,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
10/04/2019,1.74E+11,3.4666,15.9104,0.021986,0.062852,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
09/04/2019,1.74E+11,3.4577,15.8696,0.022042,0.063013,Q2-2019,10280000000,10110000000,0.1788,0.207136108,0.2339,1.76,50.5,4255875000,0.77,0.5402,0.2139,0.045414813,0.102087814,0.2560875,0.219790843,0.059,0.006297781,8.91,59760000000,21720000000,2.14E+11,1.09E+11,55565000000,13880000000,13510000000,-14210000000,6740000000,4080000000,0.4564
