date,marketcap,pricetobook,pricetoearnings,dividendyield,earningsyield,nopat,freecashflow,roe,ebitdagrowth,ebitdamargin,cashdividendspershare,bookvaluepershare,debttoequity,epsgrowth,investedcapitalgrowth,fcffgrowth,finleverage,netincomegrowth,roa,revenuegrowth,basiceps,ebitda,totalassets,totalliabilities,debt,netincome,netcashfromoperatingactivities,netcashfrominvestingactivities,netcashfromfinancingactivities,longterminvestments,one_yr_monthly_beta
01/07/2016,3.67E+11,1.4334,14.79,0.020655,0.067613,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
04/07/2016,3.70E+11,1.4451,14.9104,0.020488,0.067067,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
05/07/2016,3.70E+11,1.4451,14.9104,0.020488,0.067067,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
06/07/2016,3.71E+11,1.4462,14.9226,0.020472,0.067012,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
07/07/2016,3.81E+11,1.4865,15.3379,0.019917,0.065198,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
08/07/2016,3.72E+11,1.4504,14.9659,0.020412,0.066819,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
11/07/2016,3.78E+11,1.4752,15.2216,0.02007,0.065696,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
12/07/2016,3.71E+11,1.4476,14.9361,0.020453,0.066952,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
13/07/2016,3.66E+11,1.4304,14.7589,0.020699,0.067756,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
14/07/2016,3.76E+11,1.467,15.1364,0.020183,0.066066,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
15/07/2016,3.71E+11,1.4479,14.9402,0.019885,0.066934,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
18/07/2016,3.65E+11,1.4263,14.7167,0.020187,0.06795,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
19/07/2016,3.60E+11,1.407,14.5175,0.020464,0.068882,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
20/07/2016,3.78E+11,1.4777,16.7428,0.020069,0.059727,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
21/07/2016,3.71E+11,1.4512,16.4428,0.020435,0.060817,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
22/07/2016,3.72E+11,1.4535,16.4687,0.020403,0.060721,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
25/07/2016,3.79E+11,1.4823,16.7945,0.020007,0.059543,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
26/07/2016,3.68E+11,1.4379,16.2921,0.020624,0.061379,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
27/07/2016,3.78E+11,1.4774,16.7397,0.020073,0.059738,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
28/07/2016,3.94E+11,1.5418,17.469,0.019235,0.057244,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
29/07/2016,3.94E+11,1.5404,17.4538,0.019252,0.057294,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.0578
01/08/2016,3.94E+11,1.539,17.437,0.01927,0.057349,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
02/08/2016,3.97E+11,1.5512,17.5756,0.019118,0.056897,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
03/08/2016,3.96E+11,1.5485,17.5451,0.019151,0.056996,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
04/08/2016,3.95E+11,1.5446,17.501,0.0192,0.05714,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
05/08/2016,3.99E+11,1.5621,17.6989,0.018985,0.056501,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
08/08/2016,4.04E+11,1.581,17.9135,0.018758,0.055824,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
09/08/2016,4.06E+11,1.5861,17.9714,0.018697,0.055644,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
10/08/2016,3.94E+11,1.5418,17.469,0.019235,0.057244,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
11/08/2016,3.94E+11,1.5416,17.4675,0.019237,0.057249,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
12/08/2016,3.96E+11,1.5474,17.5329,0.019165,0.057036,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
15/08/2016,3.95E+11,1.5461,17.5177,0.019181,0.057085,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
16/08/2016,3.89E+11,1.5227,17.2528,0.019476,0.057962,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
17/08/2016,3.90E+11,1.5242,17.2695,0.019457,0.057905,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
18/08/2016,3.97E+11,1.552,17.5847,0.019108,0.056868,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
19/08/2016,4.03E+11,1.577,17.8679,0.018805,0.055966,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
22/08/2016,4.08E+11,1.5959,18.0825,0.018582,0.055302,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
23/08/2016,4.03E+11,1.5763,17.8603,0.018813,0.05599,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
24/08/2016,3.95E+11,1.545,17.5055,0.019195,0.057125,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
25/08/2016,3.96E+11,1.5478,17.5375,0.01916,0.057021,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
26/08/2016,3.94E+11,1.5414,17.4644,0.01924,0.057259,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
29/08/2016,3.94E+11,1.541,17.4598,0.019245,0.057274,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
30/08/2016,3.97E+11,1.5521,17.5862,0.019107,0.056863,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1356
31/08/2016,3.95E+11,1.5457,17.5131,0.019186,0.0571,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
01/09/2016,3.86E+11,1.5107,17.1173,0.01963,0.05842,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
02/09/2016,3.84E+11,1.5015,17.0122,0.019751,0.058781,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
05/09/2016,3.78E+11,1.4786,16.7534,0.020056,0.059689,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
06/09/2016,3.71E+11,1.4496,16.4246,0.020458,0.060884,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
07/09/2016,3.88E+11,1.5167,17.1843,0.019554,0.058193,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
08/09/2016,3.85E+11,1.5064,17.0686,0.019686,0.058587,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
09/09/2016,3.74E+11,1.462,16.5646,0.020285,0.06037,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
12/09/2016,3.93E+11,1.5356,17.3989,0.019312,0.057475,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
13/09/2016,4.02E+11,1.5704,17.7933,0.018884,0.056201,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
14/09/2016,3.97E+11,1.5543,17.6106,0.01908,0.056784,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
15/09/2016,3.95E+11,1.5468,17.5253,0.019173,0.05706,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
16/09/2016,3.99E+11,1.5614,17.6913,0.018993,0.056525,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
19/09/2016,4.00E+11,1.563,17.7095,0.018974,0.056467,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
20/09/2016,3.98E+11,1.5547,17.6151,0.019075,0.056769,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
21/09/2016,3.97E+11,1.5543,17.6106,0.01908,0.056784,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
22/09/2016,3.92E+11,1.5347,17.3883,0.019324,0.05751,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
23/09/2016,3.93E+11,1.5363,17.4066,0.019304,0.05745,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
26/09/2016,3.88E+11,1.5185,17.2056,0.019529,0.058121,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
27/09/2016,3.89E+11,1.5219,17.2437,0.019486,0.057992,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
28/09/2016,3.88E+11,1.5183,17.2025,0.019533,0.058131,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
29/09/2016,3.86E+11,1.5086,17.0929,0.019658,0.058504,23958000000,38881000000,0.09707,0.011099,0.387687,1.8,68.1083,1.3186,0.066787,-0.024864,1.128949,1.4015,0.055419,0.009748,-0.019065,5.95,36165000000,2.47E+12,2.21E+12,3.33E+11,23958000000,23958000000,-22555000000,77000000,77000000,1.1187
30/09/2016,3.87E+11,1.514,17.1538,0.019588,0.058296,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
03/10/2016,3.81E+11,1.4894,16.8752,0.019912,0.059259,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
04/10/2016,3.79E+11,1.4814,16.7854,0.020018,0.059576,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
05/10/2016,3.75E+11,1.4653,16.6027,0.020238,0.060231,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
06/10/2016,3.73E+11,1.4579,16.519,0.020341,0.060537,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
07/10/2016,3.72E+11,1.4558,16.4946,0.020371,0.060626,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
10/10/2016,3.75E+11,1.4652,16.6012,0.02024,0.060237,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
11/10/2016,3.69E+11,1.4445,16.3667,0.019756,0.0611,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
12/10/2016,3.69E+11,1.443,16.35,0.019776,0.061162,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
13/10/2016,3.64E+11,1.4078,14.5272,0.019962,0.068836,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
14/10/2016,3.67E+11,1.419,14.6427,0.019805,0.068293,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
17/10/2016,3.65E+11,1.4115,14.5653,0.01991,0.068657,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
18/10/2016,3.64E+11,1.4089,14.5381,0.019948,0.068785,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
19/10/2016,3.65E+11,1.4146,14.5965,0.019868,0.06851,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
20/10/2016,3.67E+11,1.4196,14.6481,0.019798,0.068268,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
21/10/2016,3.61E+11,1.3973,14.4185,0.020113,0.069355,23440000000,8457000000,0.09375,0.110941,0.404856,1.84,69.3038,1.361,-0.010221,0.02559,-0.720762,1.3717,-0.020845,0.009493,0.018938,5.85,38533000000,2.52E+12,2.27E+12,3.46E+11,23440000000,23440000000,-84844000000,87701000000,87701000000,1.1296
